abdominal	abdominalt
tunget	tunget
tungete	tungete
tunghørt	tunghørt
tunglasta	tunglasta
tunglest	tunglest
tunglynt	tunglynt
tungnem	tungnemt
tungpusta	tungpusta
tungrodd	tungrodd
tungsint	tungsint
tungusisk	tungusisk
tungvinn	tungvint
tungvint	tungvint
tunisisk	tunisisk
tuppet	tuppet
tuppete	tuppete
turbulent	turbulent
turevis	turevis
turglad	turglad
turkis	turkist
turkisblå	turkisblått
turvis	turvis
tusendels	tusendels
tusenfold	tusenfold
tusenårig	tusenårig
tusenårs	tusenårs
tusken	tuskent
tusket	tusket
tuskete	tuskete
tuslen	tuslent
tuslet	tuslet
tuslete	tuslete
tusset	tusset
tussete	tussete
tussmørk	tussmørkt
tusten	tustent
tustet	tustet
tustete	tustete
tutlet	tutlet
tutlete	tutlete
tuvalsk	tuvalsk
tuvete	tuvete
tvangfri	tvangfritt
tvanglaus	tvanglaust
tvangløs	tvangløst
tvebo	tvebo
tvebu	tvebu
tveegga	tveegga
tveegget	tveegget
tvehendt	tvehendt
tvekroket	tvekroket
tverr	tvert
tvetunga	tvetunga
tvetunget	tvetunget
tvetydig	tvetydig
tvihendt	tvihendt
tvikroket	tvikroket
tvikrøket	tvikrøket
tvikrøkt	tvikrøkt
tvillaus	tvillaust
tvilløs	tvilløst
tvilrådig	tvilrådig
tvilsom	tvilsomt
tvisynt	tvisynt
tvitunga	tvitunga
tvungen	tvungent
tvunnen	tvunnet
tvunnet	tvunnet
tydelig	tydelig
tyføs	tyføst
tykk	tykt
tykkhuda	tykkhuda
tykkhudet	tykkhudet
tyngre	tyngre
tyngst	tyngst
tynn	tynt
tynnblada	tynnblada
tynnhuda	tynnhuda
tynnhudet	tynnhudet
tynnhåra	tynnhåra
tynnhåret	tynnhåret
tynnkledd	tynnkledd
tynnslitt	tynnslitt
typisk	typisk
tyrannisk	tyrannisk
tyrkisk	tyrkisk
tyrolsk	tyrolsk
tysk	tysk
tyskbygd	tyskbygd
tyskeid	tyskeid
tyskfødt	tyskfødt
tyskætta	tyskætta
tyskættet	tyskættet
tyst	tyst
tyvaktig	tyvaktig
tåen	tåent
tåget	tåget
tågete	tågete
tåkefri	tåkefritt
tåkefylt	tåkefylt
tåkegrå	tåkegrått
tåket	tåket
tåkete	tåkete
tålelig	tålelig
tålmodig	tålmodig
tålsom	tålsomt
tåpelig	tåpelig
tåpen	tåpent
tårekvalt	tårekvalt
tåret	tåret
tårete	tårete
tårnhøg	tårnhøgt
tårnhøy	tårnhøyt
tårøyd	tårøyd
tøff	tøft
tørkesvak	tørkesvakt
tørr	tørt
tørrskodd	tørrskodd
tørst	tørst
tøvet	tøvet
tøvete	tøvete
tøybar	tøybart
tøyelig	tøyelig
tøylesløs	tøylesløst
tøyset	tøyset
tøysete	tøysete
uaffisert	uaffisert
uaktsom	uaktsomt
uaktuell	uaktuelt
uanet	uanet
uanfekta	uanfekta
uanfektet	uanfektet
uanmeldt	uanmeldt
uanselig	uanselig
uant	uant
uantasta	uantasta
uantastet	uantastet
uantent	uantent
uanvendt	uanvendt
uarmert	uarmert
uartig	uartig
uassurert	uassurert
uatskilt	uatskilt
uavbrutt	uavbrutt
uavdekket	uavdekket
uavgjort	uavgjort
uavgrensa	uavgrensa
uavhengig	uavhengig
uavhenta	uavhenta
uavhentet	uavhentet
uavklart	uavklart
uavkorta	uavkorta
uavkortet	uavkortet
uavlåst	uavlåst
uavmerket	uavmerket
uavsendt	uavsendt
uavslutta	uavslutta
ubarbert	ubarbert
ubebodd	ubebodd
ubeboelig	ubeboelig
ubebygd	ubebygd
ubebygget	ubebygget
ubederva	ubederva
ubedervet	ubedervet
ubedt	ubedt
ubeferdet	ubeferdet
ubefesta	ubefesta
ubefestet	ubefestet
ubefolka	ubefolka
ubefolket	ubefolket
ubefrukta	ubefrukta
ubeføyet	ubeføyet
ubegava	ubegava
ubegavet	ubegavet
ubegrensa	ubegrensa
ubegrunna	ubegrunna
ubehandla	ubehandla
ubeheftet	ubeheftet
ubehendig	ubehendig
ubeherska	ubeherska
ubehøvla	ubehøvla
ubehøvlet	ubehøvlet
ubekjent	ubekjent
ubekvem	ubekvemt
ubekymra	ubekymra
ubekymret	ubekymret
ubelasta	ubelasta
ubelastet	ubelastet
ubeleilig	ubeleilig
ubelest	ubelest
ubeleven	ubelevent
ubemanna	ubemanna
ubemannet	ubemannet
ubemerka	ubemerka
ubemerket	ubemerket
ubemidla	ubemidla
ubemidlet	ubemidlet
ubendig	ubendig
ubenytta	ubenytta
ubenyttet	ubenyttet
ubergelig	ubergelig
uberoende	uberoende
uberørt	uberørt
ubesatt	ubesatt
ubeseira	ubeseira
ubeseiret	ubeseiret
ubesindig	ubesindig
ubesjelet	ubesjelet
ubeskytta	ubeskytta
ubeskåren	ubeskåret
ubeskåret	ubeskåret
ubeslekta	ubeslekta
ubesmitta	ubesmitta
ubestemt	ubestemt
ubestridd	ubestridd
ubestridt	ubestridt
ubesudla	ubesudla
ubesudlet	ubesudlet
ubesvart	ubesvart
ubesværa	ubesværa
ubesværet	ubesværet
ubesvært	ubesvært
ubesørget	ubesørget
ubetalt	ubetalt
ubetenkt	ubetenkt
ubetinga	ubetinga
ubetinget	ubetinget
ubetjent	ubetjent
ubetonet	ubetonet
ubetont	ubetont
ubeveget	ubeveget
ubevisst	ubevisst
ubevist	ubevist
ubevokst	ubevokst
ubevokta	ubevokta
ubevoktet	ubevoktet
ubevæpna	ubevæpna
ubevæpnet	ubevæpnet
ubillig	ubillig
ublanda	ublanda
ublandet	ublandet
ubleika	ubleika
ubleiket	ubleiket
ubleikt	ubleikt
ubleket	ubleket
ublekt	ublekt
ublid	ublidt
ublodig	ublodig
ublu	ublu
ublyg	ublygt
ubonet	ubonet
ubotelig	ubotelig
ubrigda	ubrigda
ubrukbar	ubrukbart
ubrukelig	ubrukelig
ubrukt	ubrukt
ubrutt	ubrutt
ubrytelig	ubrytelig
ubrøyta	ubrøyta
ubrøytet	ubrøytet
ubuden	ubudent
ubunden	ubundet
ubundet	ubundet
ubygd	ubygd
ubøyd	ubøyd
ubøyelig	ubøyelig
udadlelig	udadlelig
udanna	udanna
udannet	udannet
udansk	udansk
udatert	udatert
udefinert	udefinert
udekka	udekka
udekket	udekket
udekt	udekt
udelelig	udelelig
udelikat	udelikat
udelt	udelt
udempa	udempa
udempet	udempet
udetonert	udetonert
udryg	udrygt
udrøy	udrøyt
udugelig	udugelig
udydig	udydig
udyktig	udyktig
udyrka	udyrka
udyrkbar	udyrkbart
udyrkelig	udyrkelig
udyrket	udyrket
udøpt	udøpt
uedel	uedelt
ueffen	ueffent
uegentlig	uegentlig
uegna	uegna
uegnet	uegnet
uekte	uekte
uelastisk	uelastisk
uelegant	uelegant
uendelig	uendelig
uendra	uendra
uendret	uendret
uenig	uenig
uens	uens
uensarta	uensarta
uensartet	uensartet
uerfaren	uerfarent
uerklært	uerklært
uestetisk	uestetisk
uetablert	uetablert
uetisk	uetisk
ufaglært	ufaglært
ufarbar	ufarbart
ufarga	ufarga
ufarget	ufarget
ufarlig	ufarlig
ufattelig	ufattelig
ufeilbar	ufeilbart
uferdig	uferdig
ufiks	ufikst
ufiltrert	ufiltrert
ufin	ufint
ufjelg	ufjelgt
uflidd	uflidd
ufokusert	ufokusert
ufolkelig	ufolkelig
ufologisk	ufologisk
ufora	ufora
uforandra	uforandra
uforbrent	uforbrent
uforderva	uforderva
ufordøya	ufordøya
ufordøyd	ufordøyd
ufordøyet	ufordøyet
uforedla	uforedla
uforedlet	uforedlet
uforenlig	uforenlig
uforet	uforet
uforferda	uforferda
uforklart	uforklart
uforknytt	uforknytt
uforlikt	uforlikt
uforløst	uforløst
uforma	uforma
uformelig	uformelig
uformell	uformelt
uformet	uformet
uforretta	uforretta
uforsikra	uforsikra
uforstilt	uforstilt
uforstått	uforstått
uforsøkt	uforsøkt
uforsørga	uforsørga
ufortjent	ufortjent
ufortolla	ufortolla
ufredelig	ufredelig
ufrels	ufrelst
ufrelst	ufrelst
ufri	ufritt
ufrisk	ufriskt
ufruktbar	ufruktbart
ufset	ufset
ufsete	ufsete
ufullendt	ufullendt
ufullført	ufullført
ufyselig	ufyselig
ufysen	ufysent
ufødt	ufødt
ufølbar	ufølbart
ufølelig	ufølelig
ufølgbar	ufølgbart
ufølsom	ufølsomt
ufør	uført
uførlig	uførlig
ugandisk	ugandisk
ugardert	ugardert
uggen	uggent
ugget	ugget
uggete	uggete
ugiddelig	ugiddelig
ugift	ugift
ugild	ugildt
ugjestfri	ugjestfritt
ugjort	ugjort
ugjæra	ugjæra
ugjæret	ugjæret
ugjært	ugjært
ugjørlig	ugjørlig
uglad	uglad
uglesett	uglesett
ugodslig	ugodslig
ugradert	ugradert
ugrei	ugreit
ugripelig	ugripelig
ugrisk	ugrisk
ugrunna	ugrunna
ugrunnet	ugrunnet
ugunstig	ugunstig
ugyldig	ugyldig
uhederlig	uhederlig
uheil	uheilt
uheimla	uheimla
uheimlet	uheimlet
uhel	uhelt
uheldig	uheldig
uhellig	uhellig
uhemmet	uhemmet
uhendig	uhendig
uhilda	uhilda
uhildet	uhildet
uhindra	uhindra
uhindret	uhindret
uhjelpsom	uhjelpsomt
uhjemla	uhjemla
uhjemlet	uhjemlet
uholdbar	uholdbart
uhorvelig	uhorvelig
uhuga	uhuga
uhumsk	uhumskt
uhvass	uhvast
uhyggelig	uhyggelig
uhykla	uhykla
uhyklet	uhyklet
uhyre	uhyre
uhyrlig	uhyrlig
uhøflig	uhøflig
uhørlig	uhørlig
uhørt	uhørt
uhøvelig	uhøvelig
uhøvisk	uhøvisk
uhøvla	uhøvla
uhøvlet	uhøvlet
uigurisk	uigurisk
uimotsagt	uimotsagt
uinnbudt	uinnbudt
uinnfridd	uinnfridd
uinnløst	uinnløst
uinnpakka	uinnpakka
uinnspilt	uinnspilt
uinnvia	uinnvia
uinnvidd	uinnvidd
uinnviet	uinnviet
uinnvigd	uinnvigd
ujamn	ujamt
ujevn	ujevnt
ujorda	ujorda
ujordet	ujordet
ujordisk	ujordisk
ukegammal	ukegammalt
ukegammel	ukegammelt
ukelang	ukelangt
ukentlig	ukentlig
ukirkelig	ukirkelig
ukjemma	ukjemma
ukjemmet	ukjemmet
ukjemt	ukjemt
ukjent	ukjent
ukjuren	ukjurent
ukjærlig	ukjærlig
uklar	uklart
uklarert	uklarert
ukledelig	ukledelig
uklippa	uklippa
uklippet	uklippet
uklipt	uklipt
uklok	uklokt
uknuselig	uknuselig
ukokt	ukokt
ukomplett	ukomplett
ukonsis	ukonsist
ukorrekt	ukorrekt
ukorrupt	ukorrupt
ukoselig	ukoselig
ukrigersk	ukrigersk
ukring	ukringt
ukritisk	ukritisk
ukrona	ukrona
ukronet	ukronet
ukront	ukront
ukrydra	ukrydra
ukrydret	ukrydret
ukuelig	ukuelig
ukunstla	ukunstla
ukunstlet	ukunstlet
ukurant	ukurant
ukvass	ukvast
ukyndig	ukyndig
ukysk	ukyskt
ukyssa	ukyssa
ukysset	ukysset
ukysst	ukysst
ulada	ulada
uladd	uladd
uladet	uladet
ulagelig	ulagelig
ulaglig	ulaglig
ulastelig	ulastelig
ulegelig	ulegelig
uleilig	uleilig
ulekker	ulekkert
ulempelig	ulempelig
ulendt	ulendt
ulenkelig	ulenkelig
uleselig	uleselig
uleska	uleska
ulesket	ulesket
ulest	ulest
ulevd	ulevd
ulevelig	ulevelig
ulidelig	ulidelig
ulik	ulikt
ulike	ulike
ulikelig	ulikelig
ullen	ullent
ullhvit	ullhvitt
ullkledd	ullkledd
ulogisk	ulogisk
ulojal	ulojalt
ulosset	ulosset
ulovlig	ulovlig
ulsblakk	ulsblakt
ultimat	ultimat
ultimativ	ultimativt
ultrakort	ultrakort
ultrarød	ultrarødt
ulufta	ulufta
uluftet	uluftet
ulvaktig	ulvaktig
ulveaktig	ulveaktig
ulvegrå	ulvegrått
ulydig	ulydig
ulykkelig	ulykkelig
ulåst	ulåst
ulærd	ulærd
ulært	ulært
ulønna	ulønna
ulønnet	ulønnet
ulønnsom	ulønnsomt
ulønt	ulønt
uløselig	uløselig
uløst	uløst
uløyselig	uløyselig
uløyst	uløyst
umake	umake
umalt	umalt
umandig	umandig
umanerlig	umanerlig
umannslig	umannslig
umaskert	umaskert
umbrisk	umbrisk
umeddelt	umeddelt
umeldt	umeldt
umelodisk	umelodisk
umerka	umerka
umerkelig	umerkelig
umerket	umerket
umesamisk	umesamisk
umetodisk	umetodisk
umetta	umetta
umettelig	umettelig
umettet	umettet
umild	umildt
umilitær	umilitært
uminnelig	uminnelig
uminska	uminska
uminsket	uminsket
umistelig	umistelig
umoden	umodent
umoderne	umoderne
umorsom	umorsomt
umotivert	umotivert
umulig	umulig
umyndig	umyndig
umålbar	umålbart
umålelig	umålelig
umålt	umålt
umåtelig	umåtelig
umælende	umælende
umøblert	umøblert
umønstra	umønstra
umønstret	umønstret
unasjonal	unasjonalt
unaturlig	unaturlig
underbar	underbart
underfull	underfullt
underlig	underlig
undermåls	undermåls
underst	underst
underårig	underårig
undren	undrent
undrende	undrende
unektelig	unektelig
unelig	unelig
unett	unett
unevnelig	unevnelig
unevnt	unevnt
unfair	unfair
ungarsk	ungarsk
uniform	uniformt
unik	unikt
unional	unionalt
unionell	unionelt
unison	unisont
unitarisk	unitarisk
universal	universalt
unnagjort	unnagjort
unnfallen	unnfallent
unngåelig	unngåelig
unnselig	unnselig
unnværlig	unnværlig
unordisk	unordisk
unormal	unormalt
unormert	unormert
unorsk	unorsk
unotert	unotert
unplugged	unplugged
unyansert	unyansert
unytta	unytta
unyttbar	unyttbart
unyttet	unyttet
unyttig	unyttig
unådig	unådig
unødig	unødig
unøyaktig	unøyaktig
unøytral	unøytralt
uomlydt	uomlydt
uomstridd	uomstridd
uomstridt	uomstridt
uomtalt	uomtalt
uomtvista	uomtvista
uoppdaga	uoppdaga
uoppdaget	uoppdaget
uoppfylt	uoppfylt
uoppført	uoppført
uoppgjort	uoppgjort
uoppgått	uoppgått
uoppklart	uoppklart
uopplagt	uopplagt
uopplevd	uopplevd
uoppløst	uoppløst
uoppløyst	uoppløyst
uoppredd	uoppredd
uoppreid	uoppreid
uoppussa	uoppussa
uoppusset	uoppusset
uoppvakt	uoppvakt
uoppvarma	uoppvarma
uordinert	uordinert
uordna	uordna
uordnet	uordnet
uorganisk	uorganisk
uoriginal	uoriginalt
uortodoks	uortodokst
uoverlagt	uoverlagt
uoversatt	uoversatt
uoverveid	uoverveid
upakka	upakka
upakket	upakket
upar	upar
upara	upara
uparet	uparet
upartisk	upartisk
upartåa	upartåa
upartået	upartået
upasselig	upasselig
upassende	upassende
uplassert	uplassert
upleia	upleia
upleid	upleid
upleiet	upleiet
upletta	upletta
uplettet	uplettet
upløyd	upløyd
upoetisk	upoetisk
upolert	upolert
upolitisk	upolitisk
upop	upop
upopp	upopp
upopulær	upopulært
upraktisk	upraktisk
upresis	upresist
upressa	upressa
upresset	upresset
uproff	uproft
uprøvd	uprøvd
upussa	upussa
upusset	upusset
upåakta	upåakta
upåaktet	upåaktet
upåkalt	upåkalt
upåkledd	upåkledd
upåkrevd	upåkrevd
upåkrevet	upåkrevet
upåtalt	upåtalt
upåvirka	upåvirka
upåvirket	upåvirket
uraka	uraka
uraket	uraket
uralsk	uralsk
uranisk	uranisk
urban	urbant
uredd	uredd
uredelig	uredelig
uredig	uredig
uredigert	uredigert
uregulert	uregulert
ureid	ureid
urein	ureint
ureinslig	ureinslig
uren	urent
urensa	urensa
urenset	urenset
urenska	urenska
urensket	urensket
urenslig	urenslig
uret	uret
urete	urete
urett	urett
urettvis	urettvist
urgammal	urgammalt
urgammel	urgammelt
urikkelig	urikkelig
uriktig	uriktig
urimelig	urimelig
urkomisk	urkomisk
urnordisk	urnordisk
urnorsk	urnorsk
urokka	urokka
urokkelig	urokkelig
urokket	urokket
urolig	urolig
urologisk	urologisk
urteaktig	urteaktig
urund	urundt
urunda	urunda
urundet	urundet
urutinert	urutinert
urven	urvent
uryddig	uryddig
uryggelig	uryggelig
urytmisk	urytmisk
urådelig	urådelig
urådig	urådig
urøkt	urøkt
urørlig	urørlig
urørt	urørt
urøykt	urøykt
usagt	usagt
usaklig	usaklig
usalig	usalig
usalta	usalta
usaltet	usaltet
usamd	usamd
usams	usams
usann	usant
usanselig	usanselig
usbekisk	usbekisk
usedelig	usedelig
uselgelig	uselgelig
uselvisk	uselvisk
usentral	usentralt
useriøs	useriøst
usett	usett
usigelig	usigelig
usignert	usignert
usikker	usikkert
usikra	usikra
usikret	usikret
usikta	usikta
usiktet	usiktet
usjenert	usjenert
uskada	uskada
uskadd	uskadd
uskadelig	uskadelig
uskadet	uskadet
uskapelig	uskapelig
uskaplig	uskaplig
uskapt	uskapt
uskarp	uskarpt
uskifta	uskifta
uskiftet	uskiftet
uskikka	uskikka
uskikket	uskikket
uskipla	uskipla
uskiplet	uskiplet
uskjemt	uskjemt
uskjerma	uskjerma
uskjermet	uskjermet
uskjøtt	uskjøtt
uskjøtta	uskjøtta
uskjøttet	uskjøttet
uskodd	uskodd
uskolert	uskolert
uskrellet	uskrellet
uskrelt	uskrelt
uskreven	uskrevet
uskrevet	uskrevet
uskrømta	uskrømta
uskrømtet	uskrømtet
uskyldig	uskyldig
uslepen	uslepent
uslepet	uslepet
uslipt	uslipt
uslitelig	uslitelig
uslitt	uslitt
uslåelig	uslåelig
uslått	uslått
usløgd	usløgd
usløyd	usløyd
usmakelig	usmakelig
usmakt	usmakt
usmelta	usmelta
usmeltet	usmeltet
usmidig	usmidig
usminka	usminka
usminket	usminket
usmykka	usmykka
usmykket	usmykket
usnakka	usnakka
usnakket	usnakket
usnobbet	usnobbet
usnobbete	usnobbete
usoignert	usoignert
usolgt	usolgt
usolid	usolid
usona	usona
usonet	usonet
usont	usont
usortert	usortert
usosial	usosialt
uspalta	uspalta
uspaltet	uspaltet
uspart	uspart
uspiselig	uspiselig
uspretta	uspretta
usprettet	usprettet
usprøyta	usprøyta
usprøytet	usprøytet
uspurt	uspurt
ussel	usselt
ustabil	ustabilt
ustadig	ustadig
usteikt	usteikt
ustekt	ustekt
ustelt	ustelt
ustempla	ustempla
ustemplet	ustemplet
ustemt	ustemt
ustilt	ustilt
ustraffa	ustraffa
ustraffet	ustraffet
ustressa	ustressa
ustresset	ustresset
ustrøket	ustrøket
ustudert	ustudert
ustyrlig	ustyrlig
ustø	ustøtt
ustødig	ustødig
usukra	usukra
usukret	usukret
usunn	usunt
usvekka	usvekka
usvekket	usvekket
usvekt	usvekt
usvensk	usvensk
usvikelig	usvikelig
usydd	usydd
usynlig	usynlig
usyra	usyra
usyret	usyret
usyrt	usyrt
usådd	usådd
usåra	usåra
usårbar	usårbart
usåret	usåret
usårlig	usårlig
usæl	usælt
usøkt	usøkt
usømmelig	usømmelig
usøta	usøta
usøtet	usøtet
utabords	utabords
utabygds	utabygds
utabys	utabys
utadretta	utadretta
utadvendt	utadvendt
utadørs	utadørs
utagbar	utagbart
utakbar	utakbart
utakka	utakka
utakket	utakket
utakksam	utakksamt
utaktisk	utaktisk
utalandsk	utalandsk
utallig	utallig
utariks	utariks
utarm	utarmt
utarma	utarma
utarmet	utarmet
utasa	utasa
utaskjærs	utaskjærs
utast	utast
utblanda	utblanda
utblandet	utblandet
utblokka	utblokka
utblokket	utblokket
utblåst	utblåst
utbløtt	utbløtt
utbløytt	utbløytt
utbokset	utbokset
utbomba	utbomba
utbombet	utbombet
utbrent	utbrent
utbretta	utbretta
utbrettet	utbrettet
utbrukt	utbrukt
utbyggbar	utbyggbart
utbyttbar	utbyttbart
utbøyd	utbøyd
utdatert	utdatert
utdøende	utdøende
uteglemt	uteglemt
utegående	utegående
utekk	utekt
utekkelig	utekkelig
uteksta	uteksta
utekstet	utekstet
utellelig	utellelig
utelukka	utelukka
utelukket	utelukket
utelåst	utelåst
utemma	utemma
utemmelig	utemmelig
utemmet	utemmet
utemt	utemt
utenbords	utenbords
utenbygds	utenbygds
utenbys	utenbys
utendørs	utendørs
utenkelig	utenkelig
utenkt	utenkt
utenriks	utenriks
utenriksk	utenriksk
uterlig	uterlig
utett	utett
utfattig	utfattig
utflagga	utflagga
utflagget	utflagget
utflippa	utflippa
utflippet	utflippet
utflytta	utflytta
utflyttet	utflyttet
utførbar	utførbart
utførlig	utførlig
utgammal	utgammalt
utgammel	utgammelt
utgjort	utgjort
utgravd	utgravd
utgytt	utgytt
utgående	utgående
uthamra	uthamra
uthamret	uthamret
uthengt	uthengt
uthogd	uthogd
uthugd	uthugd
uthugget	uthugget
uthungra	uthungra
uthungret	uthungret
uthvilt	uthvilt
utidig	utidig
utildekka	utildekka
utildekt	utildekt
utilfreds	utilfreds
utilhylla	utilhylla
utilpass	utilpass
utilsikta	utilsikta
utilslørt	utilslørt
utilsådd	utilsådd
utimelig	utimelig
utina	utina
utinet	utinet
utint	utint
utjenlig	utjenlig
utkjast	utkjast
utkjørt	utkjørt
utkledd	utkledd
utkokt	utkokt
utkrota	utkrota
utkrotet	utkrotet
utkrøpen	utkrøpent
utkvilt	utkvilt
utkåren	utkårent
utlagt	utlagt
utledd	utledd
utleg	utlegt
utleid	utleid
utlendig	utlendig
utlevd	utlevd
utlufta	utlufta
utluftet	utluftet
utlydende	utlydende
utlånt	utlånt
utlært	utlært
utløpt	utløpt
utløselig	utløselig
utmagra	utmagra
utmagret	utmagret
utmalt	utmalt
utmasa	utmasa
utmaset	utmaset
utmast	utmast
utmeldt	utmeldt
utmerka	utmerka
utmerket	utmerket
utnista	utnista
utnistet	utnistet
utnyttbar	utnyttbart
utoen	utoent
utopisk	utopisk
utpakka	utpakka
utpakket	utpakket
utpint	utpint
utplanta	utplanta
utplantet	utplantet
utplukka	utplukka
utplukket	utplukket
utprega	utprega
utpreget	utpreget
utpressa	utpressa
utpresset	utpresset
utrangla	utrangla
utranglet	utranglet
utregna	utregna
utregnet	utregnet
utreist	utreist
utrena	utrena
utrenet	utrenet
utrenset	utrenset
utrenska	utrenska
utrensket	utrensket
utrent	utrent
utrert	utrert
utrigga	utrigga
utrigget	utrigget
utringa	utringa
utringet	utringet
utrivelig	utrivelig
utro	utro
utrolig	utrolig
utru	utru
utrulig	utrulig
utrygg	utrygt
utrørt	utrørt
utrøtt	utrøtt
utsatt	utsatt
utseende	utseende
utsegla	utsegla
utseglet	utseglet
utseilt	utseilt
utsendt	utsendt
utsjalta	utsjalta
utsjaltet	utsjaltet
utsjaska	utsjaska
utsjasket	utsjasket
utskjelt	utskjelt
utskjemt	utskjemt
utskremt	utskremt
utskreven	utskrevet
utskrevet	utskrevet
utskrådd	utskrådd
utskutt	utskutt
utskyllet	utskyllet
utskylt	utskylt
utskåren	utskåret
utskåret	utskåret
utslitt	utslitt
utslokka	utslokka
utslokket	utslokket
utslokt	utslokt
utslukka	utslukka
utslukket	utslukket
utslukt	utslukt
utsluppen	utsluppet
utsluppet	utsluppet
utslått	utslått
utsolgt	utsolgt
utsovet	utsovet
utspedd	utspedd
utspelt	utspelt
utspent	utspent
utspilt	utspilt
utspjåka	utspjåka
utspjåket	utspjåket
utspjåkt	utspjåkt
utsprengt	utsprengt
utstasa	utstasa
utstaset	utstaset
utstast	utstast
utstrakt	utstrakt
utstudert	utstudert
utstukket	utstukket
utstående	utstående
utsulta	utsulta
utsultet	utsultet
utsvelta	utsvelta
utsveltet	utsveltet
utsvett	utsvett
utsvetta	utsvetta
utsvettet	utsvettet
utsvinga	utsvinga
utsvinget	utsvinget
utsvingt	utsvingt
utsydd	utsydd
utsøkt	utsøkt
uttalelig	uttalelig
uttenkt	uttenkt
uttilbens	uttilbens
uttjent	uttjent
uttrukken	uttrukket
uttrukket	uttrukket
uttrådd	uttrådd
uttrådt	uttrådt
uttråkka	uttråkka
uttråkket	uttråkket
uttrøndsk	uttrøndsk
uttynna	uttynna
uttynnet	uttynnet
uttært	uttært
uttømt	uttømt
uttørka	uttørka
uttørket	uttørket
uttørra	uttørra
uttørret	uttørret
utvalgt	utvalgt
utvanna	utvanna
utvannet	utvannet
utvaska	utvaska
utvasket	utvasket
utvatna	utvatna
utvatnet	utvatnet
utvendig	utvendig
utvetydig	utvetydig
utvilsom	utvilsomt
utvinna	utvinna
utvinnet	utvinnet
utviska	utviska
utvisket	utvisket
utvokst	utvokst
utvortes	utvortes
utvungen	utvungent
utvunnen	utvunnet
utvunnet	utvunnet
utydelig	utydelig
utypisk	utypisk
utysk	utysk
utålelig	utålelig
utålig	utålig
utålmodig	utålmodig
utålsom	utålsomt
utømmelig	utømmelig
utørka	utørka
utørket	utørket
utørst	utørst
utøvende	utøvende
utøyla	utøyla
utøylet	utøylet
uutbygd	uutbygd
uutdanna	uutdanna
uutdannet	uutdannet
uutforska	uutforska
uutfylt	uutfylt
uutførlig	uutførlig
uutført	uutført
uutgitt	uutgitt
uutgrunna	uutgrunna
uuthvilt	uuthvilt
uutjamna	uutjamna
uutjevnet	uutjevnet
uutluftet	uutluftet
uutnytta	uutnytta
uutnyttet	uutnyttet
uuttalt	uuttalt
uutvikla	uutvikla
uutviklet	uutviklet
uutvokst	uutvokst
uvalgbar	uvalgbart
uvanlig	uvanlig
uvant	uvant
uvarig	uvarig
uvarlig	uvarlig
uvarsam	uvarsamt
uvarsom	uvarsomt
uvaska	uvaska
uvasket	uvasket
uvegsam	uvegsamt
uvegsom	uvegsomt
uveisom	uveisomt
uvel	uvel
uvennlig	uvennlig
uventa	uventa
uventende	uventende
uventet	uventet
uverdig	uverdig
uvettig	uvettig
uvettug	uvettug
uviktig	uviktig
uvillig	uvillig
uvirkelig	uvirkelig
uvirksom	uvirksomt
uvislig	uvislig
uvisnelig	uvisnelig
uviss	uvisst
uvitende	uvitende
uvittig	uvittig
uvoksen	uvoksent
uvoktet	uvoktet
uvular	uvulart
uvæpna	uvæpna
uvæpnet	uvæpnet
uvøren	uvørent
uåndelig	uåndelig
uåpna	uåpna
uåpnet	uåpnet
uærbødig	uærbødig
uærlig	uærlig
uønska	uønska
uønsket	uønsket
uønskt	uønskt
uøvd	uøvd
uøvet	uøvet
vablet	vablet
vablete	vablete
vaflet	vaflet
vaflete	vaflete
vakant	vakant
vaken	vakent
vakker	vakkert
vakt	vakt
vaktsom	vaktsomt
valen	valent
valent	valent
valgbar	valgbart
valgfri	valgfritt
valgfør	valgført
valhendt	valhendt
valid	valid
valket	valket
valkete	valkete
vallonsk	vallonsk
valma	valma
valmet	valmet
valmete	valmete
valpet	valpet
valpete	valpete
vammel	vammelt
vammelsøt	vammelsøtt
vampet	vampet
vampete	vampete
vampyrisk	vampyrisk
vanarta	vanarta
vanartet	vanartet
vand	vandt
vandalsk	vandalsk
vandelaus	vandelaust
vandig	vandig
vandrevet	vandrevet
vanflidd	vanflidd
vanfør	vanført
vanhellig	vanhellig
vanhelsig	vanhelsig
vankanta	vankanta
vankantet	vankantet
vankundig	vankundig
vanlig	vanlig
vanmektig	vanmektig
vannaktig	vannaktig
vannblå	vannblått
vannbåren	vannbåret
vannbåret	vannbåret
vannfast	vannfast
vannfri	vannfritt
vannfylt	vannfylt
vannkjølt	vannkjølt
vannklar	vannklart
vannløs	vannløst
vannmetta	vannmetta
vannrett	vannrett
vannrik	vannrikt
vannskadd	vannskadd
vannsmurt	vannsmurt
vannsyk	vannsykt
vanntett	vanntett
vanskapt	vanskapt
vanskelig	vanskelig
vanstelt	vanstelt
vant	vant
vantreven	vantrevent
vantro	vantro
vantru	vantru
vanuatisk	vanuatisk
vanvis	vanvist
vanvittig	vanvittig
vanvørden	vanvørdent
vanvøren	vanvørent
varaktig	varaktig
variabel	variabelt
varig	varig
varlig	varlig
varm	varmt
varmefast	varmefast
varmekjær	varmekjært
varmrød	varmrødt
varsam	varsamt
varsom	varsomt
vaset	vaset
vasete	vasete
